tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-max()-X,tBodyAcc-max()-Y,tBodyAcc-max()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,Activity
-0.11573509,0.073773409,-0.012391854,14.52922058,5.401794434,9.323623657,-0.007051468,-0.223255157,-0.157810211,shaking
0.136289308,-0.087080014,-0.06365209,10.52722168,4.515258789,4.683944702,0.046094894,-0.163608551,-0.019748688,shaking
-0.327997721,0.198171415,-0.03235024,10.50090027,3.858428955,4.547561646,-0.011900838,-0.09356486,0.054004924,shaking
0.180048121,-0.090442333,-0.011479396,9.619140625,3.860824585,4.009185791,0.048465729,-0.135958672,0.051805496,shaking
-0.399440697,0.238736345,0.026521727,12.05026245,4.622924805,5.542969227,0.034908295,-0.085988998,0.129421234,shaking
0.0512882,-0.027722108,-0.033216076,11.64108276,4.071380615,8.177474976,0.011131795,-0.121329753,-0.194736735,shaking
0.089584146,-0.059859147,0.005256509,12.91766357,4.941177368,5.295318604,0.017422676,-0.141378403,0.225150108,shaking
0.193537666,-0.09531151,-9.47E-04,14.14277649,4.384840965,7.963318348,-0.037322998,-0.115352376,-0.315634155,shaking
-0.197897388,0.098012553,-0.022568738,13.15214539,3.984039307,5.30250597,0.045861816,-0.128335571,0.026504517,shaking
0.963571393,-0.650571383,0.048777071,7.947753906,2.874969482,4.025924683,0.163884481,-0.028818766,0.211873372,shaking
0.226256695,-0.110175956,-0.074225885,11.84567261,4.016357422,5.442474365,-0.041531881,-0.206759135,-0.165588379,shaking
-0.115453602,0.085559285,0.037032983,12.27398682,4.260421753,6.591034412,0.08463033,-0.085908,0.036208089,shaking
0.096674692,-0.06569317,0.058311316,10.13360596,3.885955811,4.634903431,0.040468343,-0.128544108,0.028795369,shaking
0.156988597,-0.13650409,-0.050136044,11.95573425,3.781860352,6.927231312,0.067930094,-0.095840454,-0.016078695,shaking
-0.133516497,0.102697193,-0.048027432,11.88275146,4.013961792,6.063415527,-0.011610031,-0.067756653,0.042608261,shaking
0.243200718,-0.145086922,-0.076152822,11.77507019,3.926620483,4.420731068,-0.010898045,-0.112322126,-0.149200439,shaking
-0.170624194,0.102157694,-0.004953098,10.01994324,3.767486572,5.350341797,-0.006602287,-0.117241859,0.041866302,shaking
0.16146513,-0.08295529,0.418831913,22.70191765,5.380264282,12.02154541,0.530406189,-0.167814636,-0.550582886,shaking
0.275959352,0.029374259,0.068203209,21.40499687,4.329818726,11.94258118,0.095749855,0.100094795,0.00743103,shaking
-0.104472956,0.022715425,0.10743942,17.68176079,5.32522583,7.13420105,0.134881592,0.047296143,0.094361369,shaking
0.604470603,0.137231672,0.099277788,19.95016289,5.481964111,8.191833496,0.094471523,0.120640346,-0.313572475,shaking
-0.200649737,-0.061402844,0.075096175,19.35674858,4.246063232,9.154937744,0.100607872,0.150410652,-0.285862923,shaking
0.121050079,0.023101706,-0.165947075,17.51664543,4.480560303,10.27598572,0.055082194,0.072919718,0.323328654,shaking
0.392226156,0.057837134,0.093690051,17.65305901,4.484146118,8.431106567,0.00964152,0.147651164,-0.019155884,shaking
0.056896884,0.007939117,-0.058275653,20.15115166,4.888534546,9.419342041,0.098524984,0.052087402,0.056046549,shaking
-0.439468289,-0.091272444,0.002754158,17.56570435,6.680770874,9.452850342,0.08178304,-0.024834188,0.294268799,shaking
1.563422318,0.305228271,0.444395142,17.92104912,3.154937744,8.579467773,-0.00579071,0.208869934,-0.184936523,shaking
-0.1868737,-0.012805343,-0.011552935,19.59243584,4.673187256,10.43151855,0.081763634,0.091901339,0.067410983,shaking
-0.164890915,-0.028698043,-0.064677467,19.06123161,5.684143066,9.580871582,0.051554362,0.261751302,-0.41288147,shaking
-0.008965334,-0.019072694,-0.011381481,15.74357414,3.798614502,9.774688721,0.096017838,0.206554413,-0.131211281,shaking
-0.045673657,-0.026353372,0.086998485,17.53339958,4.683944702,9.311660767,-2.03E-05,0.100373332,0.256967163,shaking
-0.255501974,-0.025108389,-0.056448203,15.95892143,4.305892944,8.215759277,0.105674744,0.198821068,-0.084442139,shaking
-0.096947956,0.023102298,-0.130053805,19.5026989,4.299911499,8.593811035,-0.054872513,0.096466064,0.284939766,shaking
0.086569368,-0.025417909,0.15118357,15.23748779,3.388244629,9.749557495,0.099040731,0.139106242,0.074588013,shaking
-0.012531124,7.83E-06,0.030593953,16.09052849,4.009170532,7.631896496,0.037004471,0.139935493,-0.118849754,shaking
-0.04350435,-0.039642129,0.016292172,14.53878784,3.713668823,7.915450573,-0.002347946,0.157784462,0.002350807,shaking
0.045138087,0.015732435,-0.10678184,12.93081665,2.780456543,6.119643688,0.044949341,0.092017619,0.014682007,shaking
0.18943191,0.01372039,0.099885005,8.589035034,2.047058105,6.244079113,0.028060913,0.077265739,-0.018326759,shaking
0.008398878,0.018130821,-0.040236312,10.28674316,2.818740845,6.7238307,-0.008594767,0.020337931,0.252839152,shaking
0.042202912,0.02033119,-0.041631969,12.48695374,2.463409424,6.920043468,0.019156901,0.127460734,0.033100382,shaking
0.275737123,0.019427773,0.014499589,11.86482239,2.398803711,5.330016613,0.019338989,0.136539714,-0.155289714,shaking
-0.014978125,-0.012665822,0.010365117,12.98464966,3.207580566,6.113662243,-0.040666199,-0.043830872,0.365618896,shaking
0.43686026,0.032028856,-0.017986323,28.81513405,2.768493652,8.072174072,0.071683017,-0.011044589,-0.069105669,shaking
-0.193064059,-0.049917955,0.021397279,14.57707024,3.30569458,7.540984631,0.09031912,0.084357628,0.108713003,shaking
-0.172580059,0.003955052,0.056231282,14.87258911,3.343978882,7.07438612,0.18067042,0.03748703,-0.206188202,shaking
0.058592339,-0.016255188,0.001786701,12.14118767,3.055633545,7.484740734,0.08554891,0.143310547,0.102532959,shaking
0.485521597,0.05821723,-0.03414966,26.22371864,2.670394897,5.166106701,0.106882368,0.010150364,-0.09022413,shaking
-0.173862405,-0.040470683,0.043030899,12.82673645,2.69430542,6.510863781,0.120193481,0.122206688,-0.07448864,shaking
-0.275909625,-0.062150843,-0.040091524,13.97886658,2.362915039,6.668792248,0.02973938,0.156242879,0.0081604,shaking
0.47040655,0.092950603,0.170982513,12.45942688,2.549545288,5.119430065,0.055822754,0.083156331,-0.028657023,shaking
-0.437210664,-0.066027852,-0.09374732,14.59861755,2.895309448,8.639282227,0.062314034,0.069284439,0.004174232,shaking
0.473083662,0.124273145,-0.024849762,13.45843506,2.605789185,5.353942394,0.059371948,0.152147566,-0.26953561,shaking
-0.139115208,-0.058454462,-0.091832549,14.12243462,3.239868164,4.968688965,0.07224528,0.077947998,0.143828328,shaking
-0.111579046,0.008585911,0.036408565,13.87956238,2.49810791,5.633895874,0.026313782,0.073774338,0.047242165,shaking
0.182242692,0.005546217,-0.026012198,12.65324402,2.359329224,6.455840588,0.056618827,0.075365339,0.005108425,shaking
0.003512075,0.006553305,0.013199046,15.46720886,2.318649292,8.063812256,0.022939682,0.137854576,0.175363541,shaking
-0.162566504,-0.030928844,-0.100393555,14.0267334,2.091339111,8.051849365,0.145147705,0.148141479,-0.474394735,shaking
0.502356088,0.024064646,0.028617389,14.22174072,2.061416626,7.598418713,-0.012425741,0.152537028,0.168851725,shaking
-0.282298788,-0.025901299,-0.133563051,13.96452141,2.998199463,5.863616467,0.092859268,0.12016201,0.004422188,shaking
0.436378989,0.073052775,0.116761675,15.26142693,2.371276855,6.396010876,0.037081718,0.084263802,0.054644585,shaking
0.310732018,0.041077067,0.001659139,12.80758476,2.786453247,5.955749035,0.034844535,0.083653041,0.120202201,shaking
0.040815375,-0.455278657,-0.742967606,1.073206186,0.235565186,0.40162611,-0.023310661,-0.024497986,0.008275986,standing
-0.007315499,-0.005760193,0.02243369,0.320266724,0.086746216,0.29107666,-4.22E-04,-0.003934733,-0.004778035,standing
0.015782284,0.009810228,0.001740676,0.188430801,0.106964111,0.264648438,-0.004563395,0.002087402,0.001873779,standing
-0.013182641,0.003214836,0.005473137,0.077529922,0.074890137,0.114852905,-0.003103256,-0.006088257,-0.00290966,standing
0.006322224,-0.003009796,-0.034735362,0.183654785,0.060424805,0.196807861,-0.012968881,-0.005557469,-5.68E-04,standing
0.005940029,0.007211958,-0.004143851,0.048339844,0.045715332,0.142959595,-0.002627563,2.22E-04,-0.004528809,standing
-8.22E-04,3.75E-04,0.004250081,0.026321426,0.039962769,0.092346191,-0.00256443,-0.001039505,-9.17E-04,standing
-0.007253646,0.0039711,-0.005054474,0.058273315,0.072143555,0.122756958,-0.003092766,-0.003501892,4.00E-04,standing
0.001600999,-0.001960168,0.001933171,0.073944084,0.04498291,0.157577515,-2.41E-04,7.62E-04,0.002935556,standing
-7.71E-04,-7.07E-04,0.020806052,0.054321282,0.034225464,0.163543701,-0.002024724,-0.001765325,-0.003199651,standing
0.001820156,0.005179269,3.16E-04,0.09895324,0.053588867,0.117004395,-0.002995491,-0.002196312,0.001671791,standing
-0.006631034,0.008741106,-0.006759644,0.047027588,0.041275024,0.098587036,-0.003922599,2.54E-04,0.007217407,standing
-0.009228515,0.006316121,0.006310018,0.072860718,0.055511475,0.121673584,-0.003241539,-0.001205444,0.003767014,standing
0.011126201,0.002613068,-0.002174377,0.086868286,0.044387817,0.108505249,-0.003173828,1.41E-04,-0.001468113,standing
-0.010016305,-0.001675197,-0.008110046,0.075500488,0.057434082,0.27456665,0.002084732,-0.001027107,9.28E-04,standing
